   1.0000000e+00  -8.4147098e-01
   9.1336169e-01  -8.8925227e-01
   8.2253201e-01  -9.2556785e-01
   7.2857353e-01  -9.5212403e-01
   6.3237278e-01  -9.7071105e-01
   5.3463870e-01  -9.8307164e-01
   4.3591252e-01  -9.9080302e-01
   3.3658597e-01  -9.9528951e-01
   2.3692484e-01  -9.9766010e-01
   1.3709584e-01  -9.9876419e-01
   3.7195297e-02  -9.9915939e-01
  -6.2721424e-02  -9.9910625e-01
  -1.6261007e-01  -9.9856660e-01
  -2.6240763e-01  -9.9720372e-01
  -3.6200260e-01  -9.9438474e-01
  -4.6120561e-01  -9.8918732e-01
  -5.5972115e-01  -9.8041430e-01
  -6.5712138e-01  -9.6662206e-01
  -7.5282367e-01  -9.4616865e-01
  -8.4607425e-01  -9.1728858e-01
  -9.3594094e-01  -8.7819922e-01
  -1.0213181e+00  -8.2724071e-01
  -1.1009473e+00  -7.6304547e-01
  -1.1734556e+00  -6.8472516e-01
  -1.2374131e+00  -5.9205454e-01
  -1.2914069e+00  -4.8562338e-01
  -1.3341278e+00  -3.6692421e-01
  -1.3644616e+00  -2.3834734e-01
  -1.3815732e+00  -1.0306592e-01
  -1.3849754e+00   3.5186165e-02
  -1.3745700e+00   1.7241919e-01
  -1.3506561e+00   3.0473171e-01
  -1.3139046e+00   4.2864101e-01
  -1.2653022e+00   5.4135038e-01
  -1.2060736e+00   6.4091841e-01
  -1.1375918e+00   7.2631705e-01
  -1.0612886e+00   7.9738641e-01
  -9.7857332e-01   8.5471037e-01
  -8.9076663e-01   8.9944455e-01
  -7.9905300e-01   9.3312769e-01
  -7.0445145e-01   9.5750152e-01
  -6.0780327e-01   9.7435537e-01
  -5.0977372e-01   9.8540316e-01
  -4.1086430e-01   9.9219361e-01
  -3.1143252e-01   9.9604971e-01
  -2.1171652e-01   9.9803152e-01
  -1.1186248e-01   9.9891555e-01
  -1.1953574e-02   9.9918465e-01
   8.7960457e-02   9.9902399e-01
   1.8783344e-01   9.9831989e-01
   2.8759292e-01   9.9666048e-01
