   1.0000000e+00   1.0000000e+00
   1.0957079e+00   9.1336169e-01
   1.1825328e+00   8.2253201e-01
   1.2601102e+00   7.2857353e-01
   1.3281730e+00   6.3237278e-01
   1.3865338e+00   5.3463870e-01
   1.4350678e+00   4.3591252e-01
   1.4736965e+00   3.3658597e-01
   1.5023740e+00   2.3692484e-01
   1.5210759e+00   1.3709584e-01
   1.5297908e+00   3.7195297e-02
   1.5285144e+00  -6.2721424e-02
   1.5172474e+00  -1.6261007e-01
   1.4959954e+00  -2.6240763e-01
   1.4647726e+00  -3.6200260e-01
   1.4236078e+00  -4.6120561e-01
   1.3725542e+00  -5.5972115e-01
   1.3117006e+00  -6.5712138e-01
   1.2411863e+00  -7.5282367e-01
   1.1612174e+00  -8.4607425e-01
   1.0720841e+00  -9.3594094e-01
   9.7417869e-01  -1.0213181e+00
   8.6801193e-01  -1.1009473e+00
   7.5422652e-01  -1.1734556e+00
   6.3360585e-01  -1.2374131e+00
   5.0707614e-01  -1.2914069e+00
   3.7570045e-01  -1.3341278e+00
   2.4066379e-01  -1.3644616e+00
   1.0324927e-01  -1.3815732e+00
  -3.5193429e-02  -1.3849754e+00
  -1.7328512e-01  -1.3745700e+00
  -3.0965673e-01  -1.3506561e+00
  -4.4298806e-01  -1.3139046e+00
  -5.7204235e-01  -1.2653022e+00
  -6.9569412e-01  -1.2060736e+00
  -8.1294856e-01  -1.1375918e+00
  -9.2295179e-01  -1.0612886e+00
  -1.0249926e+00  -9.7857332e-01
  -1.1184969e+00  -8.9076663e-01
  -1.2030159e+00  -7.9905300e-01
  -1.2782114e+00  -7.0445145e-01
  -1.3438382e+00  -6.0780327e-01
  -1.3997262e+00  -5.0977372e-01
  -1.4457638e+00  -4.1086430e-01
  -1.4818818e+00  -3.1143252e-01
  -1.5080409e+00  -2.1171652e-01
  -1.5242206e+00  -1.1186248e-01
  -1.5304116e+00  -1.1953574e-02
  -1.5266111e+00   8.7960457e-02
  -1.5128208e+00   1.8783344e-01
  -1.4890482e+00   2.8759292e-01
  -1.4553102e+00   3.8711045e-01
  -1.4116411e+00   4.8617247e-01
  -1.3581017e+00   5.8445240e-01
  -1.2947920e+00   6.8148521e-01
  -1.2218668e+00   7.7664628e-01
  -1.1395516e+00   8.6913704e-01
  -1.0481608e+00   9.5798045e-01
  -9.4811514e-01   1.0420297e+00
  -8.3995760e-01   1.1199929e+00
  -7.2436582e-01   1.1904768e+00
  -6.0215937e-01   1.2520480e+00
  -4.7429995e-01   1.3033114e+00
  -3.4188320e-01   1.3429986e+00
  -2.0612148e-01   1.3700582e+00
  -6.8317966e-02   1.3837376e+00
   7.0166544e-02   1.3836452e+00
   2.0795166e-01   1.3697836e+00
   3.4367711e-01   1.3425496e+00
   4.7604074e-01   1.3027002e+00
   6.0383157e-01   1.2512904e+00
   7.2595568e-01   1.1895907e+00
   8.4145322e-01   1.1189975e+00
   9.4950654e-01   1.0409439e+00
   1.0494399e+00   9.5682240e-01
   1.1407119e+00   8.6792305e-01
   1.2229036e+00   7.7539058e-01
   1.2957016e+00   6.8019964e-01
   1.3588816e+00   5.8314642e-01
   1.4122898e+00   4.8485331e-01
   1.4558265e+00   3.8578334e-01
   1.4894315e+00   2.8626139e-01
   1.5130709e+00   1.8649970e-01
   1.5267277e+00   8.6625782e-02
   1.5303947e+00  -1.3288459e-02
   1.5240702e+00  -1.1319700e-01
   1.5077572e+00  -2.1304985e-01
   1.4814648e+00  -3.1276319e-01
   1.4452140e+00  -4.1218980e-01
   1.3990443e+00  -5.1109012e-01
   1.3430253e+00  -6.0910486e-01
   1.2772694e+00  -7.0573046e-01
   1.2019476e+00  -8.0029938e-01
   1.1173061e+00  -8.9196791e-01
   1.0236845e+00  -9.7971474e-01
   9.2153323e-01  -1.0623533e+00
   8.1142811e-01  -1.1385614e+00
   6.9408227e-01  -1.2069290e+00
   5.7035145e-01  -1.2660245e+00
   4.4123233e-01  -1.3144761e+00
   3.0785202e-01  -1.3510620e+00
   1.7144857e-01  -1.3747992e+00
   3.3343106e-02  -1.3850212e+00
  -1.0509492e-01  -1.3814343e+00
  -2.4248646e-01  -1.3641419e+00
  -3.7748248e-01  -1.3336365e+00
  -5.0880099e-01  -1.2907571e+00
  -6.3525847e-01  -1.2366212e+00
  -7.5579361e-01  -1.1725401e+00
  -8.6948209e-01  -1.0999273e+00
  -9.7554240e-01  -1.0202124e+00
  -1.0733337e+00  -9.3476729e-01
  -1.1623469e+00  -8.4484847e-01
  -1.2421912e+00  -7.5155939e-01
  -1.3125776e+00  -6.5582985e-01
  -1.3733011e+00  -5.5841124e-01
  -1.4242231e+00  -4.5988402e-01
  -1.4652553e+00  -3.6067409e-01
  -1.4963451e+00  -2.6107538e-01
  -1.5174638e+00  -1.6127600e-01
  -1.5285973e+00  -6.1386641e-02
  -1.5297402e+00   3.8530147e-02
  -1.5208919e+00   1.3843016e-01
  -1.5020565e+00   2.3825767e-01
  -1.4732459e+00   3.3791562e-01
  -1.4344846e+00   4.3723616e-01
  -1.3858187e+00   5.3595197e-01
  -1.3273273e+00   6.3366949e-01
  -1.2591360e+00   7.2984534e-01
  -1.1814331e+00   8.2376826e-01
  -1.0944869e+00   9.1454934e-01
  -9.9866327e-01   1.0011237e+00
  -8.9444301e-01   1.0822670e+00
  -7.8243581e-01   1.1566296e+00
  -6.6339052e-01   1.2227891e+00
  -5.3819900e-01   1.2793209e+00
  -4.0789221e-01   1.3248824e+00
  -2.7362748e-01   1.3583039e+00
  -1.3666680e-01   1.3786757e+00
   1.6530261e-03   1.3854215e+00
   1.3995636e-01   1.3783467e+00
   2.7686805e-01   1.3576553e+00
   4.1105266e-01   1.3239323e+00
   5.4125040e-01   1.2780945e+00
   6.6630672e-01   1.2213169e+00
   7.8519388e-01   1.1549449e+00
   8.9702342e-01   1.0804041e+00
   1.0010499e+00   9.9911587e-01
   1.0966667e+00   9.1242745e-01
   1.1833962e+00   8.2155968e-01
   1.2608749e+00   7.2757335e-01
